sentence,label,gpt4_response,gpt4_keyword
6月28日，顺义区教工委副书记张海东、教委组织科副科长张琪悦，参加了石园小学教育集团青年干部教师座谈会。首先由李冬红校长介绍了集团成立后，为进一步提高青年教师的整体素质，挖掘青年教师的潜力，促进其专业发展，采取的有针对性和实效性的培养措施。张海东副书记从青年干部教师的经历、发展现状、角色认知和今后规划等几方面，倾听了大家的介绍，并与青年人进行了亲切的互动。各校区校长及青年干部教师近40人参加了此次会议。,0-4:time;6-17:participant;19-29:participant;34-41:sponsor;42-50:name;55-59:participant;60-119:view;179-202:scale,"name: 石园小学教育集团青年干部教师座谈会
participant: 张海东、张琪悦
summary: 无
sub_forum: 无
paper: 无
invites: 无
time: 6月28日
sponsor: 石园小学教育集团
standpoint: 无
purpose: 提高青年教师的整体素质，挖掘青年教师的潜力，促进其专业发展
scale: 约40人
spokesman: 李冬红校长，张海东副书记
prize: 无
theme: 青年干部教师发展和角色认知",“6月28日；顺义区教工委副书记；张海东；教委组织科副科长；张琪悦；石园小学教育集团；青年干部教师；座谈会；李冬红校长；整体素质；潜力；专业发展；培养措施；经历；发展现状；角色认知；规划；互动；校长；参加；会议。”
2月21日，市委教工委召开2016年北京高校党委书记抓基层党建工作述职评议考核会议，市委常委、教工委书记林克庆出席会议并讲话。张雪同志主持会议。市纪委副书记杨逸铮、市委组织部部务委员徐颖和刘宇辉、唐立军等教育“两委一室”领导出席。28所高校党委书记作了现场述职，另外32所高校党委书记提交了书面述职。每位书记述职后，由教工委领导进行点评。会议最后对现场述职情况进行了测评。,0-4:time;6-10:sponsor;13-40:name;72-113:scale;150-185:summary,"name: 2016年北京高校党委书记抓基层党建工作述职评议考核会议
participant: 林克庆、张雪、杨逸铮、徐颖、刘宇辉、唐立军等
summary: 无
sub_forum: 无
paper: 无
invites: 无
time: 2月21日
sponsor: 市委教工委
standpoint: 对现场述职情况进行了测评
purpose: 抓基层党建工作述职评议考核
scale: 60所高校党委书记
spokesman: 林克庆、张雪
prize: 无
theme: 基层党建工作述职评议考核",“2月21日；市委教工委；北京高校党委书记；基层党建工作；述职评议考核会议；市委常委；林克庆；张雪；市纪委副书记；杨逸铮；市委组织部部务委员；徐颖；刘宇辉；唐立军；教育“两委一室”领导；28所高校党委书记；32所高校党委书记；现场述职；书面述职；教工委领导；测评。”
1月17日，东方航空公司新机场指挥部总指挥助理曹峻、人力资源部副总经理戈炜氏一行6人到大兴一职调研考察。此次是东方航空公司第二次到该校进行深入调研，东航一行人，再次实地考察了学校的航空模拟舱、实习实训设备和民航地勤实训基地。双方就如何搭建培训平台，如何为东方航空公司提供优质、高效的服务，如何实现合作等问题进行了深入探讨，并达成了合作意向。区教委党组成员、副主任王群会陪同。,0-4:time;6-24:participant;26-37:participant;112-169:view,"name: 无
participant: 曹峻、戈炜氏、王群
summary: 无
sub_forum: 无
paper: 无
invites: 无
time: 1月17日
sponsor: 东方航空公司
standpoint: 无
purpose: 深入调研和合作意向
scale: 6人
spokesman: 无
prize: 无
theme: 无","""东方航空公司；新机场指挥部；调研；考察；航空模拟舱；实习实训设备；民航地勤实训基地；培训平台；合作意向；区教委党组；副主任"""
5月5日，北京教育科学研究院在北京景山学校（主会场）、天津市梧桐中学（分会场）、河北省第十七中学（分会场）举办“京津冀中学历史教学教研协同发展”初步探索暨中学历史核心素养专题高端论坛活动。活动由北京教育科学研究院、天津市中小学教育教学研究室、河北省教育科学研究所、《历史教学》杂志社联合主办，邀请中国社会科学院、北京师范大学、上海市晋元高级中学、天津《历史教学》杂志社等全国各单位的领导、专家出席会议。活动主旨是充分运用“互联网+”探索京津冀中学历史教学教研协同发的新模式。核心议题为京津冀中学历史教学教研协同发展背景下“京津冀中学历史网络学习社区”的初步创建；转变学科教学方式和学生学习方式，“聚焦核心素养，服务学生发展”。活动分为“京津冀中学历史教学教研协同发展”启动仪式和“京津冀中学历史网络学习社区”活动展示两部分。,0-2:time;56-92:name;97-140:sponsor;148-195:invites;205-235:purpose;241-312:theme,"name: 京津冀中学历史教学教研协同发展初步探索暨中学历史核心素养专题高端论坛活动
participant: 中国社会科学院、北京师范大学、上海市晋元高级中学、天津《历史教学》杂志社等全国各单位的领导、专家
summary: 无
sub_forum: 北京景山学校、天津市梧桐中学、河北省第十七中学
paper: 无
invites: 北京教育科学研究院、天津市中小学教育教学研究室、河北省教育科学研究所、《历史教学》杂志社
time: 5月5日
sponsor: 北京教育科学研究院、天津市中小学教育教学研究室、河北省教育科学研究所、《历史教学》杂志社
standpoint: 充分运用“互联网+”探索京津冀中学历史教学教研协同发的新模式
purpose: 转变学科教学方式和学生学习方式，“聚焦核心素养，服务学生发展”
scale: 无
spokesman: 无
prize: 无
theme: 京津冀中学历史教学教研协同发展及京津冀中学历史网络学习社区","""京津冀中学历史教学教研协同发展；核心素养；互联网+；学科教学方式；学生学习方式；网络学习社区""："
10月底，“北京市初中英语基于文本解读的课堂教学观摩研讨会”在顺义区仁和中学举行。仁和中学校长蒋吉姝致辞并介绍该校课程改革和教师专业发展情况。在市教研员蒋京丽等专家引领下，历经文本分析、学情分析、完成课堂活动设计等环节；仁和中学教师汤文国、贾玉全分别展示“听说教学”和“阅读教学”研究课。与会专家充分肯定两位老师的优点，并针对课堂教学如何有效导入、在教学过程中如何有效处理词汇和语言知识的学习、教师如何放手、如何围绕学生优化课堂教学等方面提出意见与建议。市英语教研员、区教委有关科室负责人、兄弟区初中英语教研员和英语骨干教师及区内初二、初三全体英语教师、初一骨干教师代表400余人参加。（陈偲）,0-3:time;4-29:name;31-37:sponsor;285-289:scale,"name: 北京市初中英语基于文本解读的课堂教学观摩研讨会
participant: 市英语教研员、区教委有关科室负责人、兄弟区初中英语教研员、英语骨干教师、区内初二、初三全体英语教师、初一骨干教师代表400余人
summary: 无
sub_forum: 无
paper: 无
invites: 无
time: 10月底
sponsor: 北京市，仁和中学
standpoint: 肯定两位老师的优点,提出意见与建议
purpose: 课堂教学观摩研讨
scale: 400余人
spokesman: 蒋吉姝、蒋京丽、汤文国、贾玉全
prize: 无
theme: 基于文本解读的课堂教学观摩研讨","""北京市；初中英语；文本解读；课堂教学；观摩研讨会；顺义区仁和中学；课程改革；教师专业发展；教研员；专家；文本分析；学情分析；课堂活动设计；教师；展示；听说教学；阅读教学；研究课；专家肯定；词汇；语言知识；学习；教师放手；优化课堂教学；市英语教研员；区教委；英语骨干教师；初一骨干教师；陈偲；"""
9月，海淀区召开庆祝第34个教师节座谈交流会。9月6日，海淀区庆祝第34个教师节座谈会召开。会上，海淀区委书记于军向教师鞠躬祝贺节日，宣读表彰海淀区优秀“四有”教师标兵，3名校长教师作典型发言，分享从教感悟和体会。海淀区委区政府领导、海淀教育两委一室领导和校长教师代表30人参加座谈。9月10日，召开庆祝第34个教师节与老教师代表座谈交流会。会议在一O一中学举办，海淀区委、区政府，海淀教育两委一室领导，10名老教师代表参加座谈，一O一中学5名教师分别从学校党建、教师队伍建设、德育工作、艺体科技教育等方面汇报交流学校办学整体情况，10名退休老书记、老校长及正高级教师、特级教师发言，分享从教经验、感悟和体会，区委书记于军为一O一中学校长郭涵献上鲜花，表达对全区广大教师的问候和祝福。40余人参加座谈会。,0-1:time;3-5:sponsor;10-21:name;23-26:time;69-83:prize;85-105:spokesman;107-141:scale;142-146:time;152-169:name;174-178:sponsor;215-341:spokesman;342-351:scale,"name: 庆祝第34个教师节座谈交流会、庆祝第34个教师节与老教师代表座谈交流会
participant: 海淀区委区政府领导、海淀教育两委一室领导、校长教师代表、老教师代表
summary: 无
sub_forum: 无
paper: 无
invites: 无
time: 9月6日、9月10日
sponsor: 海淀区委、区政府、海淀教育两委一室
standpoint: 无
purpose: 庆祝第34个教师节、座谈交流
scale: 30人、40余人
spokesman: 海淀区委书记于军、3名校长教师、10名老教师代表、一O一中学5名教师、10名退休老书记、老校长、正高级教师、特级教师
prize: 海淀区优秀“四有”教师标兵
theme: 庆祝第34个教师节、教师队伍建设、校园党建、德育工作、艺体科技教育",“9月；海淀区；教师节；座谈交流会；委书记；表彰；校长教师；领导；老教师代表；一O一中学；党建；教师队伍建设；德育工作；艺体科技教育；退休；老书记；老校长；正高级教师；特级教师；区委书记；教师；祝福。”
12月3日至5日，北京市高等教育学会保卫学研究分会在北京市教工休养院召开第十四届学术年会并举办高校安全教育专项业务培训班，北京各高校保卫部门负责同志110人参加。5日至7日，召开高校保密专项业务处级干部培训班，共有71名高校保密负责同志参加。,0-7:time;9-24:name;26-33:sponsor;61-79:scale,"name: 北京市高等教育学会保卫学研究分会第十四届学术年会
participant: 北京各高校保卫部门负责同志110人, 71名高校保密负责同志
summary: 无
sub_forum: 高校安全教育专项业务培训班，高校保密专项业务处级干部培训班
paper: 无
invites: 无
time: 12月3日至5日, 5日至7日
sponsor: 北京市高等教育学会保卫学研究分会
standpoint: 无
purpose: 举办学术年会和业务培训班
scale: 110人参加学术年会, 71人参加业务培训班
spokesman: 无
prize: 无
theme: 高等教育学会保卫学研究",|北京市高等教育学会；保卫学研究分会；学术年会；高校安全教育专项业务培训班；北京各高校保卫部门；保密专项业务处级干部培训班；高校保密负责同志；|
12月26日，中国共产党北京建筑大学第一次党员代表大会在大兴校区基础楼A座报告厅召开。本次党员代表大会是在学校全面贯彻落实党的十九大精神，深入推进提质转型升级发展的关键时期，召开的一次十分重要的大会。大会的主题是：全面贯彻党的十九大精神，以习近平新时代中国特色社会主义思想为指引，全面落实全国高校思想政治工作会议精神，全面落实立德树人根本任务，扎实推进内涵发展和特色发展，凝心聚力、改革创新，加快建设国内一流、国际知名、具有鲜明建筑特色的高水平、开放式、创新型大学，为实现中华民族伟大复兴的中国梦不懈奋斗。王建中同志代表学校上届党委作题为《以党的十九大精神为指引加快建设国内一流、国际知名、具有鲜明建筑特色的高水平、开放式、创新型大学》的报告。报告共分五部分：过去七年工作回顾；坚持以习近平新时代中国特色社会主义思想为指引，开启学校建设发展新征程；坚持改革创新，扎实推进内涵式发展和“双一流”建设；加强思想政治引领，大力提升学校思想政治工作质量和水平；全面加强学校党的建设，坚定不移地推进全面从严治党向纵深发展。学校上届纪律检查委员会向党员代表大会作了题为《以习近平新时代中国特色社会主义思想为引领，深入推进党风廉政建设和反腐败工作，为学校改革发展稳定提供坚强政治保障》的书面工作报告。大会表决通过了《中国共产党北京建筑大学第一次党员代表大会关于党委工作报告的决议》和《中国共产党北京建筑大学第一次党员代表大会关于纪委工作报告的决议》。本次党员代表大会召开之前，北京大学、中国人中央民族大学学、北京航空航天大学、北京理工大学、北京工业大学、首都师范大学等32家兄弟院校及有关单位向大会发来贺信。,0-5:time;7-26:name;28-31:sponsor;43-99:purpose;107-251:theme;253-257:invites;270-316:theme,"name: 中国共产党北京建筑大学第一次党员代表大会
participant: 无
summary: 无
sub_forum: 无
paper: 无
invites: 无
time: 12月26日
sponsor: 中国共产党北京建筑大学
standpoint: 全面贯彻党的十九大精神，以习近平新时代中国特色社会主义思想为指引，全面落实全国高校思想政治工作会议精神，全面落实立德树人根本任务，扎实推进内涵发展和特色发展
purpose: 为实现中华民族伟大复兴的中国梦不懈奋斗
scale: 无
spokesman: 王建中同志
prize: 无
theme: 全面贯彻党的十九大精神，以习近平新时代中国特色社会主义思想为指引，全面落实全国高校思想政治工作会议精神，全面落实立德树人根本任务，扎实推进内涵发展和特色发展，凝心聚力、改革创新，加快建设国内一流、国际知名、具有鲜明建筑特色的高水平、开放式、创新型大学",“党员代表大会；中国共产党；习近平新时代中国特色社会主义思想；内涵发展；特色发展；建筑特色；高水平；党建；纪委工作；决议；北京大学；民族大学；航空航天大学；贺信；”
5月8日，由北京语言大学语言资源高精尖创新中心、中国中文信息学会联合组织的首届“一带一路”语言资源与评测研讨会在日本宫崎市成功举办。中心主任李宇明教授致辞并做了题为《语言资源的时代需求》主旨报告。与会人员就“稀缺语言资源的建设、技术、共享”话题进行了深入交流。（费凡）,0-3:time;6-31:sponsor;37-54:name,"name: 首届“一带一路”语言资源与评测研讨会
participant: 中心主任李宇明教授
summary: 无
sub_forum: 无
paper: 无
invites: 无
time: 5月8日
sponsor: 北京语言大学语言资源高精尖创新中心、中国中文信息学会
standpoint: 关于“稀缺语言资源的建设、技术、共享”话题进行了深入交流
purpose: 无
scale: 无
spokesman: 李宇明教授
prize: 无
theme: 《语言资源的时代需求》",“北京语言大学；语言资源；创新中心；中国中文信息学会；一带一路”；
6月24日，平谷区第八小学特邀请兴谷司法所所长于海龙同志以“远离毒品学会保护”为主题，对全校学生进行禁毒知识讲座。于所长从学生们熟悉的《鸦片战争》讲起，深深地吸引了学生。讲座的第一部分学生们了解了毒品的起源，以及什么是毒品、特征、种类。最让学生们深受教育的是，马所长以“不良交友”、“好奇心”和“沉迷网吧无警惕心”三个同龄孩子的真实案例，让孩子们感受到小学生为什么要学习毒品知识，毒品和小学生的关系。接下来，马所长讲解了哪些青少年容易沾染上毒品，让孩子们通过牢记“知道什么是毒品；知道吸毒极易成瘾，难以戒断；知道毒品的危害”；知道毒品违法犯罪要受到法律制裁”四个知道来预防吸毒。,0-4:time;16-27:invites;50-55:name,"name: 禁毒知识讲座
participant: 全校学生
summary: 无
sub_forum: 无
paper: 无
invites: 平谷区第八小学
time: 6月24日
sponsor: 平谷区第八小学
standpoint: 禁毒知识
purpose: 传授禁毒知识
scale: 全校学生
spokesman: 于海龙
prize: 无
theme: 远离毒品学会保护",“禁毒知识；毒品起源；不良交友；好奇心；沉迷网吧；青少年；毒品危害；违法犯罪；法律制裁”；
12月29日，怀柔区学科德育研讨会在怀柔五中召开。与会人员分别进入班级，实地考察不同学科在授课过程的德育渗透情况。中国教育学刊主编马宪平为全体与会人员作题为《学习贯彻党的十九大精神，围绕学生关键能力提升，推进教育改革向纵深发展》的专题报告，从学科德育的教学现状、存在的问题、未来的发展趋势等几个方面进行全面阐释。怀柔区教委领导在总结讲话中指出，学科德育研讨会的是对怀柔区学科德育开展情况的一次全面检验，也是对前一阶段工作的全面总结，对今后学科德育工作的开展，必将起到很好的指导作用。怀柔区教委、教科研中心领导及各学科教研员、各学校教学校长及骨干教师共90人参加研讨会。,0-5:time;7-16:name;275-277:scale,"name: 怀柔区学科德育研讨会
participant: 怀柔区教委领导、教科研中心领导、各学科教研员、各学校教学校长及骨干教师共90人
summary: 怀柔区教委领导在总结讲话中指出
sub_forum: 无
paper: 无
invites: 中国教育学刊主编马宪平
time: 12月29日
sponsor: 无
standpoint: 从学科德育的教学现状、存在的问题、未来的发展趋势等几个方面进行全面阐释
purpose: 对怀柔区学科德育开展情况的一次全面检验，对前一阶段工作的全面总结，对今后学科德育工作的开展，必将起到很好的指导作用
scale: 共90人参加研讨会
spokesman: 中国教育学刊主编马宪平
prize: 无
theme: 学习贯彻党的十九大精神，围绕学生关键能力提升，推进教育改革向纵深发展",“怀柔区学科德育研讨会；德育渗透；教育改革；学科德育；教学现状；问题；发展趋势；怀柔区教委；领导；研讨会；教研员；教学校长；骨干教师；研讨会；”
9月12日至13日，中国亚洲太平洋学会2018年年会暨“亚太格局变动与中国周边关系”学术研讨会举行。会议由中国亚洲太平洋学会主办，外交学院承办，中国社会科学院APEC与东亚合作中心协办。会议围绕“中美贸易战及前景”“中美关系发展及其对亚太局势的影响”“中国的周边外交环境与战略选择”“‘一带一路’建设进展与挑战”“‘印太战略’的背景与影响”及“亚太区域合作现状与前景”等议题进行讨论。换届大会推选产生了新一届会长和副会长。来自高校和研究机构的近150名代表与会。会后，中国亚洲太平洋学会将陆续对现有章程进行完善，对单位会员、个人会员进行重新登记。,0-8:time;10-46:name;53-61:sponsor;93-190:theme;192-209:summary;211-229:scale,"name: 中国亚洲太平洋学会2018年年会暨“亚太格局变动与中国周边关系”学术研讨会
participant: 来自高校和研究机构的近150名代表
summary: 换届大会推选产生了新一届会长和副会长
sub_forum: 无
paper: 无
invites: 无
time: 9月12日至13日
sponsor: 中国亚洲太平洋学会
standpoint: 围绕“中美贸易战及前景”“中美关系发展及其对亚太局势的影响”“中国的周边外交环境与战略选择”“‘一带一路’建设进展与挑战”“‘印太战略’的背景与影响”及“亚太区域合作现状与前景”等议题进行讨论
purpose: 讨论亚太格局变动和中国周边关系
scale: 近150名代表与会
spokesman: 无
prize: 无
theme: 亚太格局变动与中国周边关系","""中国亚洲太平洋学会；年会；亚太格局变动与中国周边关系；中美贸易战及前景；中美关系发展及其对亚太局势的影响；中国的周边外交环境与战略选择；一带一路建设进展与挑战；印太战略的背景与影响；亚太区域合作现状与前景；换届大会；会长和副会长；高校和研究机构代表；现有章程；单位会员；个人会员；重新登记""；"
3月22日、10月12日，分别召开学期初家委会会议，每班推选出的家委会委员参与此次活动。活动安排了听课、参观食堂、听取学校汇报、研讨等内容。通过此次活动，大家及时地了解了学校在校园环境和课程设置方面的变化。学校也希望通过发挥家委会的作用，架起学校与家长之间的桥梁，形成良好的育人氛围，促进学校更快更好地发展。,0-11:time;17-24:name,"name: 学期初家委会会议
participant: 家委会委员
summary: 无
sub_forum: 无
paper: 无
invites: 无
time: 3月22日、10月12日
sponsor: 学校
standpoint: 了解学校在校园环境和课程设置方面的变化
purpose: 架起学校与家长之间的桥梁，促进学校更快更好地发展
scale: 无
spokesman: 无
prize: 无
theme: 学期初家委会会议",“学期初；家委会；活动；听课；食堂；学校汇报；研讨；校园环境；课程设置；家长；育人氛围；发展；”
12月20日至27日，学校以“学习贯彻党的十九大精神，聚焦‘双一流’建设，开创北京邮电大学师资队伍建设新局面”为主题召开人才工作会议，举办首届信息科技国际青年学者论坛。近80位海内外优秀青年学者与会，研究领域涉及通信、电子、计算机、管理以及大数据、人工智能等前沿交叉学科。今后学校人才队伍建设主要任务是：坚持事业聚才，在“双一流”建设中培养一大批人才；坚持兼容并包，聚天下英才而用之；坚持诚意爱才，为干事创业提供稳定的资源和政策平台；坚持文化引领，不断改善优秀人才成长的文化环境。通过深化人才工作机制改革、完善人才政策，推进一流师资队伍建设，大幅提升学校整体办学实力和水平。,0-9:time;15-53:theme;60-65:name;84-134:scale;136-286:summary,"name: 人才工作会议，信息科技国际青年学者论坛
participant: 80位海内外优秀青年学者
summary: 无
sub_forum: 信息科技国际青年学者论坛
paper: 无
invites: 主办方
time: 12月20日至27日
sponsor: 学校
standpoint: 聚焦‘双一流’建设，人才队伍建设
purpose: 人才队伍建设
scale: 80位
spokesman: 无
prize: 无
theme: “学习贯彻党的十九大精神，聚焦‘双一流’建设，开创北京邮电大学师资队伍建设新局面”","""学校；人才工作会议；信息科技；青年学者；通信；电子；计算机；管理；大数据；人工智能；师资队伍建设；双一流；海内外；培养人才；英才；资源；政策平台；文化引领；人才工作机制改革；人才政策；师资队伍建设；办学实力；水平；"""
